nom;preu;quantitat;actiu;categories;proveidor;visibilitat
CAL VALLS - Fesols vermalls cuits 450 gr;2,43;999999999;1;Stock,Cal Valls;Stock;SEARCH
CAL VALLS - Fesols blancs cuits 220 gr;1,13;999999999;1;Stock,Cal Valls;Stock;SEARCH
CAL VALLS - Fesols blancs cuits 450 gr;2,00;999999999;1;Stock,Cal Valls;Stock;SEARCH
CAL VALLS - Llenties cuites 240 gr;1,44;999999999;1;Stock,Cal Valls;Stock;SEARCH
CAL VALLS - Llenties cuites 450 gr;2,37;999999999;1;Stock,Cal Valls;Stock;SEARCH
CAL VALLS - Mermelada de Gers 370 gr.;3,40;999999999;1;Stock,Cal Valls;Stock;SEARCH
CAL VALLS - mermelada de préssec 370 gr.;2,45;999999999;1;Stock,Cal Valls;Stock;SEARCH
CAL VALLS - mermelada de pruna 370 gr.;2,45;999999999;1;Stock,Cal Valls;Stock;SEARCH
CAL VALLS - mermelada de cirera 240 gr.;2,10;999999999;1;Stock,Cal Valls;Stock;SEARCH
CAL VALLS - mermelada de maduixa 370 gr.;2,55;999999999;1;Stock,Cal Valls;Stock;SEARCH
CAL VALLS - Mermelada de pera 370 gr.;2,45;999999999;1;Stock,Cal Valls;Stock;SEARCH
CAL VALLS - Mermelada Albercoc 370 gr.;2,50;999999999;1;Stock,Cal Valls;Stock;SEARCH
CAL VALLS - Compota de pera 350 gr.;1,40;999999999;1;Stock,Cal Valls;Stock;SEARCH
CAL VALLS - Compota de poma 400 gr.;1,40;999999999;1;Stock,Cal Valls;Stock;SEARCH
CAL VALLS - Patates fregides 125 gr.;2,00;999999999;1;Stock,Cal Valls;Stock;SEARCH
CAL VALLS - Suc de pera 1L;2,37;999999999;1;Stock,Cal Valls;Stock;SEARCH
CAL VALLS - Suc de Poma 1L;2,06;999999999;1;Stock,Cal Valls;Stock;SEARCH
CAL VALLS - Suc de Taronja 1L;2,43;999999999;1;Stock,Cal Valls;Stock;SEARCH
CAL VALLS - Suc de Mandarina 1L;2,49;999999999;1;Stock,Cal Valls;Stock;SEARCH
CAL VALLS - llimonada 1L;2,25;999999999;1;Stock,Cal Valls;Stock;SEARCH
CAL VALLS - Suc de llimona 1L;2,70;999999999;1;Stock,Cal Valls;Stock;SEARCH
CAL VALLS - Suc de raïm 1L;2,35;999999999;1;Stock,Cal Valls;Stock;SEARCH
CAL VALLS - suc de tomàquet DEM 1 L;1,90;999999999;1;Stock,Cal Valls;Stock;SEARCH
CAL VALLS - Concentrat de poma 400 gr.;2,15;999999999;1;Stock,Cal Valls;Stock;SEARCH
CAL VALLS - vinagre de poma 0,75 L;2,60;999999999;1;Stock,Cal Valls;Stock;SEARCH
CAL VALLS - Espirals 0,5 kg;1,15;999999999;1;Stock,Cal Valls;Stock;SEARCH
CAL VALLS - Espirall Kamut 0,5 kg;3,00;999999999;1;Stock,Cal Valls;Stock;SEARCH
CAL VALLS - Macarrons Integrals Espelta 0,5 kg;1,91;999999999;1;Stock,Cal Valls;Stock;SEARCH
CAL VALLS - Sal 0,5 kg;1,15;999999999;1;Stock,Cal Valls;Stock;SEARCH
OLI - Oli 5L;26,00;999999999;1;Stock,Oli;Stock;SEARCH
HERBES AROMÀTIQUES - Tisana Hivern 75 gr.;2,45;999999999;1;Stock,Herbes;Stock;SEARCH
HERBES AROMÀTIQUES - Tisana bon profit 50 gr.;1,36;999999999;1;Stock,Herbes;Stock;SEARCH
HERBES AROMÀTIQUES - Tisana bona nit 35 gr.;0,82;999999999;1;Stock,Herbes;Stock;SEARCH
HERBES AROMÀTIQUES - Tisana Bon Dia 50 gr.;1,36;999999999;1;Stock,Herbes;Stock;SEARCH
HERBES AROMÀTIQUES - Menta 50 gr.;1,05;999999999;1;Stock,Herbes;Stock;SEARCH
HERBES AROMÀTIQUES - Melisa 50 gr.;1,05;999999999;1;Stock,Herbes;Stock;SEARCH
HERBES AROMÀTIQUES - Tila 50 gr.;1,83;999999999;1;Stock,Herbes;Stock;SEARCH
HERBES AROMÀTIQUES - Herba Fresca 50 gr.;1,05;999999999;1;Stock,Herbes;Stock;SEARCH
HERBES AROMÀTIQUES - Equinàcea amb Timó 50 gr.;1,89;999999999;1;Stock,Herbes;Stock;SEARCH
HERBES AROMÀTIQUES - Maria lluïsa;1,05;999999999;1;Stock,Herbes;Stock;SEARCH
HERBES AROMÀTIQUES - Camamilla 50 gr.;1,05;999999999;1;Stock,Herbes;Stock;SEARCH
HERBES AROMÀTIQUES - Farigola 50 gr.;1,20;999999999;1;Stock,Herbes;Stock;SEARCH
HERBES AROMÀTIQUES - Menta Poleo 50 gr.;1,02;999999999;1;Stock,Herbes;Stock;SEARCH
HERBES AROMÀTIQUES - Farigola Condiment;1,20;999999999;1;Stock,Herbes;Stock;SEARCH
HERBES AROMÀTIQUES - Orenga Condiment 60 gr.;0,63;999999999;1;Stock,Herbes;Stock;SEARCH
HERBES AROMÀTIQUES - Alfàbrega Condiment;1,20;999999999;1;Stock,Herbes;Stock;SEARCH
HERBES AROMÀTIQUES - Romaní Condiment 100 gr.;1,05;999999999;1;Stock,Herbes;Stock;SEARCH
HERBES AROMÀTIQUES - Te de Roca 50 gr.;1,36;999999999;1;Stock,Herbes;Stock;SEARCH
HERBES AROMÀTIQUES - Té verd amb menta;2,60;999999999;1;Stock,Herbes;Stock;SEARCH
COMERÇ JUST - Xocolata Negra 62 %;1,85;999999999;1;Stock,Comerc Just;Stock;SEARCH
COMERÇ JUST - Xocolata Negra 73 %;1,98;999999999;1;Stock,Comerc Just;Stock;SEARCH
COMERÇ JUST - Xocolata negra amb ametlles;2,88;999999999;1;Stock,Comerc Just;Stock;SEARCH
COMERÇ JUST - Xocolata amb llet i avellanes;2,10;999999999;1;Stock,Comerc Just;Stock;SEARCH
COMERÇ JUST - Xocalata Llet;1,75;999999999;1;Stock,Comerc Just;Stock;SEARCH
COMERÇ JUST - Xocalata negra amb moka;2,00;999999999;1;Stock,Comerc Just;Stock;SEARCH
COMERÇ JUST - Xocalatines de Moka;0,53;999999999;1;Stock,Comerc Just;Stock;SEARCH
COMERÇ JUST - Cafè Cuba 250gr;2,35;999999999;1;Stock,Comerc Just;Stock;SEARCH
COMERÇ JUST - Café Xiapas 250gr;4,00;999999999;1;Stock,Comerc Just;Stock;SEARCH
COMERÇ JUST - Cafè Colombia 250gr;4,00;999999999;1;Stock,Comerc Just;Stock;SEARCH
COMERÇ JUST - Cafè Sanjami 250gr;1,80;999999999;1;Stock,Comerc Just;Stock;SEARCH
COMERÇ JUST - Cafè Nicaragua 250gr;2,45;999999999;1;Stock,Comerc Just;Stock;SEARCH
COMERÇ JUST - Cafè Descafeinat 250gr;5,08;999999999;1;Stock,Comerc Just;Stock;SEARCH
COMERÇ JUST - Cafè Equador 250gr;3,20;999999999;1;Stock,Comerc Just;Stock;SEARCH
COMERÇ JUST - Cafè Rebeldia 250gr;3,50;999999999;1;Stock,Comerc Just;Stock;SEARCH
COMERÇ JUST - Te desteinat;3,15;999999999;1;Stock,Comerc Just;Stock;SEARCH
COMERÇ JUST - Te verd;2,15;999999999;1;Stock,Comerc Just;Stock;SEARCH
COMERÇ JUST - Te verd Clipper;1,06;999999999;1;Stock,Comerc Just;Stock;SEARCH
COMERÇ JUST - Te roig sudafrica;2,14;999999999;1;Stock,Comerc Just;Stock;SEARCH
COMERÇ JUST - Cacao amarg en pols 125 gr.;1,10;999999999;1;Stock,Comerc Just;Stock;SEARCH
COMERÇ JUST - Cacao soluble 400 gr.;3,80;999999999;1;Stock,Comerc Just;Stock;SEARCH
COMERÇ JUST - Xocolata a la tassa 300 gr.;3,43;999999999;1;Stock,Comerc Just;Stock;SEARCH
COMERÇ JUST - Crema de xocolata 400 gr.;3,00;999999999;1;Stock,Comerc Just;Stock;SEARCH
COMERÇ JUST - Crema de cacau i avellanes 400 gr.;3,10;999999999;1;Stock,Comerc Just;Stock;SEARCH
COMERÇ JUST - Crema de xocolata blanca i negra 200 gr.;1,80;999999999;1;Stock,Comerc Just;Stock;SEARCH
COMERÇ JUST - Bolets secs;1,85;999999999;1;Stock,Comerc Just;Stock;SEARCH
COMERÇ JUST - Galetes d'arròs;1,00;999999999;1;Stock,Comerc Just;Stock;SEARCH
COMERÇ JUST - Galetes arròs xoco;1,35;999999999;1;Stock,Comerc Just;Stock;SEARCH
COMERÇ JUST - Galetes Arròs 7 cereals;1,15;999999999;1;Stock,Comerc Just;Stock;SEARCH
COMERÇ JUST - Galetes arròs quinoa;1,25;999999999;1;Stock,Comerc Just;Stock;SEARCH
COMERÇ JUST - Cookies Cacau i Xocolata;2,75;999999999;1;Stock,Comerc Just;Stock;SEARCH
COMERÇ JUST - Cookies Taronja;2,10;999999999;1;Stock,Comerc Just;Stock;SEARCH
COMERÇ JUST - Cookies Llimona;2,10;999999999;1;Stock,Comerc Just;Stock;SEARCH
COMERÇ JUST - Cookies Ametlles i Xocolata;3,00;999999999;1;Stock,Comerc Just;Stock;SEARCH
COMERÇ JUST - Ron cubà;15,28;999999999;1;Stock,Comerc Just;Stock;SEARCH
COMERÇ JUST - Ron amb Llimona;12,94;999999999;1;Stock,Comerc Just;Stock;SEARCH
Cervesa Montseny Blat 330 cl;1,50;999999999;1;Stock,Cervesa;Stock;SEARCH
Cervesa Montseny Lupulus 330 cl;1,62;999999999;1;Stock,Cervesa;Stock;SEARCH
Cervesa Montseny Malta 330 cl;1,55;999999999;1;Stock,Cervesa;Stock;SEARCH
Cervesa Montseny Negra 330 cl;1,74;999999999;1;Stock,Cervesa;Stock;SEARCH
Cervesa Monsteny ECO Lupulus 330 cl;1,65;999999999;1;Stock,Cervesa;Stock;SEARCH
Cervesa Reineta 330 cl;1,60;999999999;1;Stock,Cervesa;Stock;SEARCH
Cervesa Reineta Citrica 330 cl;2,00;999999999;1;Stock,Cervesa;Stock;SEARCH
SABONS - Dermogel 1L;2,95;999999999;1;Stock,Sabo;Stock;SEARCH
SABONS - Dermogel 5L;14,70;999999999;1;Stock,Sabo;Stock;SEARCH
SABONS - Rentaplats a mà 2L;2,65;999999999;1;Stock,Sabo;Stock;SEARCH
SABONS - Rentaplats a mà 5L;6,82;999999999;1;Stock,Sabo;Stock;SEARCH
SABONS - Desengreixant 1 L;3,50;999999999;1;Stock,Sabo;Stock;SEARCH
SABONS - Detergent rentadora 5L;12,25;999999999;1;Stock,Sabo;Stock;SEARCH
SABONS - Detergent rentadora 2L;4,60;999999999;1;Stock,Sabo;Stock;SEARCH
SABONS - Detergent pel terra 5 L;6,40;999999999;1;Stock,Sabo;Stock;SEARCH
SABONS - Sabó Potàssic 1 L;3,50;999999999;1;Stock,Sabo;Stock;SEARCH
SABONS - Pastilla Sabó Oli;3,50;999999999;1;Stock,Sabo;Stock;SEARCH
SABONS - Pastilla Sabó Sèsam;6,50;999999999;1;Stock,Sabo;Stock;SEARCH
RIET VELL - Arròs Blanc Rodó 1 Kg;3,65;999999999;1;Stock,Riet Vell;Stock;SEARCH
RIET VELL - Arròs integral 1 Kg;3,50;999999999;1;Stock,Riet Vell;Stock;SEARCH
RIET VELL - Quinoa 500 gr.;2,80;999999999;1;Stock,Riet Vell;Stock;SEARCH
RIET VELL - Macarrons 1/2 Kg;1,82;999999999;1;Stock,Riet Vell;Stock;SEARCH
RIET VELL - Macarrons Integrals Granel 1 Kg;3,80;999999999;1;Stock,Riet Vell;Stock;SEARCH
RIET VELL - Espaguetis 1/2 Kg;1,82;999999999;1;Stock,Riet Vell;Stock;SEARCH
RIET VELL - Espaguetis Granel 1 Kg;2,80;999999999;1;Stock,Riet Vell;Stock;SEARCH
RIET VELL - Seita Filets 1;2,71;999999999;1;Stock,Riet Vell;Stock;SEARCH
RIET VELL - Hamburgueses Espinacs 2u;4,84;999999999;1;Stock,Riet Vell;Stock;SEARCH
RIET VELL - Hamburgueses Campesina 2u;4,84;999999999;1;Stock,Riet Vell;Stock;SEARCH
RIET VELL - Hamburgueses Formatge 2u;4,84;999999999;1;Stock,Riet Vell;Stock;SEARCH
MEL (Altres) - Mel Apiferran Romani 1/2 kg;7,00;999999999;1;Stock,Mel;Stock;SEARCH
MEL (Altres) - Mel Apiferran Romani 1 kg;10,40;999999999;1;Stock,Mel;Stock;SEARCH
MEL (Altres) - Mel Apiferran Mil Flors 1/2 kg;7,00;999999999;1;Stock,Mel;Stock;SEARCH
MEL (Altres) - Mel Apiferran Mil Flors 1/2 kg;10,40;999999999;1;Stock,Mel;Stock;SEARCH
MEL (Altres) - Mel Apiferran Flors del bosc 1/2 kg;7,00;999999999;1;Stock,Mel;Stock;SEARCH
MEL (Altres) - Mel Apiferran Romani i Farigola 1/2 kg;7,00;999999999;1;Stock,Mel;Stock;SEARCH
MEL (Altres) - Mel Apiferran Romani i Farigola 1 kg;10,40;999999999;1;Stock,Mel;Stock;SEARCH
MEL (Altres) - Mel Apiferran Castanyer 1/2 kg;7,00;999999999;1;Stock,Mel;Stock;SEARCH
MEL (Altres) - Mel Apiferran Castanyer 1 kg;10,40;999999999;1;Stock,Mel;Stock;SEARCH
MEL (Altres) - Pol·len 220 gr;4,15;999999999;1;Stock,Mel;Stock;SEARCH
MEL (Altres) - Can Salze Bruc 1/2 Kg;4,50;999999999;1;Stock,Mel;Stock;SEARCH
MEL (Altres) - Can Salze Bruc 1 Kg;7,50;999999999;1;Stock,Mel;Stock;SEARCH
MEL (Altres) - Can Salze Mil flors 1/2 Kg;4,50;999999999;1;Stock,Mel;Stock;SEARCH
MEL (Altres) - Can Salze Mil flors 1 Kg;7,50;999999999;1;Stock,Mel;Stock;SEARCH
MEL (Altres) - Can Salze Castanyer 1/2 Kg;4,50;999999999;1;Stock,Mel;Stock;SEARCH
MEL (Altres) - Can Salze Castanyer 1 Kg;7,50;999999999;1;Stock,Mel;Stock;SEARCH
MEL (Altres) - Can Salze Acacia 1/2 Kg;5,00;999999999;1;Stock,Mel;Stock;SEARCH
MEL (Altres) - Can Salze Acacia 1 Kg;8,50;999999999;1;Stock,Mel;Stock;SEARCH
